smiles,mol_wt
CCCC(=O)Nc1ccccc1,163.22
NCCC(=O)Nc1ccccc1,164.208
Cc1ccc(CCCN)cc1,149.23700000000005
O=Cc1cc[nH]c1C1CCCCC1,177.24699999999993
Cc1ccc(C(=O)N2C[CH]CCC2)cc1,202.277
O=Cc1csc(-c2ccccc2)n1,189.239
O=Cc1csc(C2CCCCC2)n1,195.28699999999995
Cc1cc(C(=O)N2[CH]CCC2)ccn1,189.238
Cc1ccc([C@H]2CCCN2)cc1,161.24800000000002
c1ccc(N2CCNCC2)cc1,162.23600000000002
C[C@@H](c1ccccc1)[NH+]1CCC1,162.25599999999994
Cc1ccccc1C(=O)N1[CH]CCC1,188.24999999999994
Cc1ccc([C@H](N)CO)cc1,151.20900000000003
Cc1ccc([C@@H](N)CO)cc1,151.20900000000003
CC1CCC(C[NH+]2[CH]CCC2)CC1,181.32299999999995
c1cc(C2CCOCC2)[nH]n1,152.197
O=Cc1cnoc1C1CCCCC1,179.21899999999994
Fc1ccccc1N1CCOCC1,181.20999999999995
Cc1ccc([CH]CO)cc1,135.186
Cc1ccc([CH]CN)cc1,134.20200000000003
c1c[nH]c(C2CCOCC2)c1,151.20899999999997
[CH]1CC[NH+](Cc2ccccc2)C1,161.248
O=Cc1cnoc1C1CCOCC1,181.19099999999995
CCc1ccc(S(N)(=O)=O)cc1,185.24800000000002
CCc1ccc([SH](=O)=O)cc1,170.233
Cc1ccc2[nH]ccc2c1,131.178
COc1ccccc1C,122.16699999999997
Cc1ccc2c(c1)C=C2C=O,144.17299999999997
Cc1ccc2occc2n1,133.14999999999998
CCc1ccc[nH]1,95.14499999999998
Cc1ccc(C=O)[nH]1,109.128
Cc1cccc2ccoc12,132.16199999999998
Cc1ccc2occc2c1,132.162
Cc1cc[nH]c1,81.118
O=Cc1ccoc1,96.08499999999998
O=Cc1ccco1,96.08499999999998
c1cc[nH]c1,67.091
CCc1ccno1,97.11699999999999
CC(C)(C)CNC(=O)c1csc(-c2ccccc2)n1,274.389
Cc1nc(-c2ccc(N3CCNCC3)cc2)oc1C,257.33699999999993
Cc1ccccc1-c1ccc(N2CCNCC2)nc1,253.34899999999996
O=C(Cc1ccccc1)N1CC[NH+](C2CCCCC2)CC1,287.427
CCC(=O)Nc1nc(-c2ccccc2)ns1,233.29600000000002
Cc1ccccc1-c1ccc(N2CCNCC2)cc1,252.36099999999996
Cc1ccc(-c2ccc(N3CCNCC3)cc2)cc1,252.36099999999996
O=C(Cc1ccccc1)NCc1cccc(F)c1,243.28099999999995
